date,store,item,sales
2018-01-08,5,43,89
2018-01-08,5,44,138
2018-01-08,5,45,88
2018-01-08,5,46,273
2018-01-08,5,47,18
2018-01-08,5,48,153
2018-01-08,5,49,259
2018-01-08,5,50,107
2018-01-08,6,1,284
2018-01-08,6,2,58
2018-01-08,6,3,124
2018-01-08,6,4,272
2018-01-08,6,5,106
2018-01-08,6,6,298
2018-01-08,6,7,244
2018-01-08,6,8,246
2018-01-08,6,9,7
2018-01-08,6,10,140
2018-01-08,6,11,7
2018-01-08,6,12,93
2018-01-08,6,13,38
2018-01-08,6,14,80
2018-01-08,6,15,186
2018-01-08,6,16,83
2018-01-08,6,17,87
2018-01-08,6,18,241
2018-01-08,6,19,92
2018-01-08,6,20,85
2018-01-08,6,21,43
2018-01-08,6,22,136
2018-01-08,6,23,73
2018-01-08,6,24,35
2018-01-08,6,25,100
2018-01-08,6,26,155
2018-01-08,6,27,254
2018-01-08,6,28,170
2018-01-08,6,29,215
2018-01-08,6,30,169
2018-01-08,6,31,251
2018-01-08,6,32,54
2018-01-08,6,33,90
2018-01-08,6,34,277
2018-01-08,6,35,100
2018-01-08,6,36,154
2018-01-08,6,37,140
2018-01-08,6,38,172
2018-01-08,6,39,9
2018-01-08,6,40,227
2018-01-08,6,41,264
2018-01-08,6,42,247
2018-01-08,6,43,246
2018-01-08,6,44,154
2018-01-08,6,45,33
2018-01-08,6,46,128
2018-01-08,6,47,159
2018-01-08,6,48,88
2018-01-08,6,49,92
2018-01-08,6,50,240
2018-01-08,7,1,116
2018-01-08,7,2,93
2018-01-08,7,3,162
2018-01-08,7,4,98
2018-01-08,7,5,112
2018-01-08,7,6,90
2018-01-08,7,7,205
2018-01-08,7,8,16
2018-01-08,7,9,273
2018-01-08,7,10,172
2018-01-08,7,11,115
2018-01-08,7,12,180
2018-01-08,7,13,90
2018-01-08,7,14,81
2018-01-08,7,15,113
2018-01-08,7,16,256
2018-01-08,7,17,57
2018-01-08,7,18,153
2018-01-08,7,19,115
2018-01-08,7,20,265
2018-01-08,7,21,202
2018-01-08,7,22,40
2018-01-08,7,23,104
2018-01-08,7,24,192
2018-01-08,7,25,277
2018-01-08,7,26,236
2018-01-08,7,27,220
2018-01-08,7,28,67
2018-01-08,7,29,196
2018-01-08,7,30,255
2018-01-08,7,31,138
2018-01-08,7,32,148
2018-01-08,7,33,98
2018-01-08,7,34,75
2018-01-08,7,35,281
2018-01-08,7,36,108
2018-01-08,7,37,187
2018-01-08,7,38,198
2018-01-08,7,39,153
2018-01-08,7,40,39
2018-01-08,7,41,132
2018-01-08,7,42,131
2018-01-08,7,43,278
2018-01-08,7,44,83
2018-01-08,7,45,241
2018-01-08,7,46,115
2018-01-08,7,47,108
2018-01-08,7,48,220
2018-01-08,7,49,40
2018-01-08,7,50,146
2018-01-08,8,1,111
2018-01-08,8,2,102
2018-01-08,8,3,45
2018-01-08,8,4,270
2018-01-08,8,5,194
2018-01-08,8,6,279
2018-01-08,8,7,282
2018-01-08,8,8,39
2018-01-08,8,9,188
2018-01-08,8,10,163
2018-01-08,8,11,23
2018-01-08,8,12,23
2018-01-08,8,13,3
2018-01-08,8,14,289
2018-01-08,8,15,180
2018-01-08,8,16,247
2018-01-08,8,17,115
2018-01-08,8,18,278
2018-01-08,8,19,68
2018-01-08,8,20,253
2018-01-08,8,21,180
2018-01-08,8,22,168
2018-01-08,8,23,248
2018-01-08,8,24,187
2018-01-08,8,25,53
2018-01-08,8,26,137
2018-01-08,8,27,167
2018-01-08,8,28,102
2018-01-08,8,29,84
2018-01-08,8,30,211
2018-01-08,8,31,2
2018-01-08,8,32,178
2018-01-08,8,33,37
2018-01-08,8,34,238
2018-01-08,8,35,168
2018-01-08,8,36,29
2018-01-08,8,37,189
2018-01-08,8,38,24
2018-01-08,8,39,111
2018-01-08,8,40,205
2018-01-08,8,41,184
2018-01-08,8,42,46
2018-01-08,8,43,227
2018-01-08,8,44,38
2018-01-08,8,45,15
2018-01-08,8,46,21
2018-01-08,8,47,212
2018-01-08,8,48,148
2018-01-08,8,49,240
2018-01-08,8,50,271
2018-01-08,9,1,58
2018-01-08,9,2,286
2018-01-08,9,3,201
2018-01-08,9,4,31
2018-01-08,9,5,161
2018-01-08,9,6,254
2018-01-08,9,7,253
2018-01-08,9,8,8
2018-01-08,9,9,138
2018-01-08,9,10,9
2018-01-08,9,11,213
2018-01-08,9,12,272
2018-01-08,9,13,47
2018-01-08,9,14,110
2018-01-08,9,15,152
2018-01-08,9,16,122
2018-01-08,9,17,101
2018-01-08,9,18,240
2018-01-08,9,19,190
2018-01-08,9,20,216
2018-01-08,9,21,50
2018-01-08,9,22,291
2018-01-08,9,23,80
2018-01-08,9,24,87
2018-01-08,9,25,193
2018-01-08,9,26,103
2018-01-08,9,27,270
2018-01-08,9,28,95
2018-01-08,9,29,197
2018-01-08,9,30,0
2018-01-08,9,31,166
2018-01-08,9,32,125
2018-01-08,9,33,80
2018-01-08,9,34,250
2018-01-08,9,35,168
2018-01-08,9,36,72
2018-01-08,9,37,140
2018-01-08,9,38,69
2018-01-08,9,39,261
2018-01-08,9,40,244
2018-01-08,9,41,2
2018-01-08,9,42,62
2018-01-08,9,43,48
2018-01-08,9,44,75
2018-01-08,9,45,174
2018-01-08,9,46,108
2018-01-08,9,47,182
2018-01-08,9,48,191
2018-01-08,9,49,64
2018-01-08,9,50,270
2018-01-08,10,1,99
2018-01-08,10,2,31
2018-01-08,10,3,127
2018-01-08,10,4,42
2018-01-08,10,5,77
2018-01-08,10,6,288
2018-01-08,10,7,269
2018-01-08,10,8,161
2018-01-08,10,9,188
2018-01-08,10,10,246
2018-01-08,10,11,215
2018-01-08,10,12,167
2018-01-08,10,13,192
2018-01-08,10,14,282
2018-01-08,10,15,12
2018-01-08,10,16,239
2018-01-08,10,17,146
2018-01-08,10,18,203
2018-01-08,10,19,79
2018-01-08,10,20,42
2018-01-08,10,21,88
2018-01-08,10,22,147
2018-01-08,10,23,94
2018-01-08,10,24,150
2018-01-08,10,25,1
2018-01-08,10,26,21
2018-01-08,10,27,6
2018-01-08,10,28,205
2018-01-08,10,29,113
2018-01-08,10,30,271
2018-01-08,10,31,82
2018-01-08,10,32,178
2018-01-08,10,33,209
2018-01-08,10,34,123
2018-01-08,10,35,112
2018-01-08,10,36,11
2018-01-08,10,37,125
2018-01-08,10,38,52
2018-01-08,10,39,282
2018-01-08,10,40,139
2018-01-08,10,41,96
2018-01-08,10,42,4
2018-01-08,10,43,56
2018-01-08,10,44,68
2018-01-08,10,45,117
2018-01-08,10,46,58
2018-01-08,10,47,32
2018-01-08,10,48,49
2018-01-08,10,49,18
2018-01-08,10,50,213
2018-01-09,1,1,196
2018-01-09,1,2,46
2018-01-09,1,3,166
2018-01-09,1,4,288
2018-01-09,1,5,140
2018-01-09,1,6,83
2018-01-09,1,7,181
2018-01-09,1,8,78
2018-01-09,1,9,214
2018-01-09,1,10,13
2018-01-09,1,11,214
2018-01-09,1,12,127
2018-01-09,1,13,247
2018-01-09,1,14,28
2018-01-09,1,15,279
2018-01-09,1,16,201
2018-01-09,1,17,56
2018-01-09,1,18,217
2018-01-09,1,19,61
2018-01-09,1,20,156
2018-01-09,1,21,201
2018-01-09,1,22,16
2018-01-09,1,23,5
2018-01-09,1,24,57
2018-01-09,1,25,168
2018-01-09,1,26,81
2018-01-09,1,27,218
2018-01-09,1,28,176
2018-01-09,1,29,203
2018-01-09,1,30,70
2018-01-09,1,31,265
2018-01-09,1,32,97
2018-01-09,1,33,290
2018-01-09,1,34,207
2018-01-09,1,35,1
2018-01-09,1,36,123
2018-01-09,1,37,279
2018-01-09,1,38,73
2018-01-09,1,39,165
2018-01-09,1,40,21
2018-01-09,1,41,153
2018-01-09,1,42,294
2018-01-09,1,43,218
2018-01-09,1,44,156
2018-01-09,1,45,229
2018-01-09,1,46,19
2018-01-09,1,47,40
2018-01-09,1,48,147
2018-01-09,1,49,107
2018-01-09,1,50,83
2018-01-09,2,1,289
2018-01-09,2,2,133
2018-01-09,2,3,206
2018-01-09,2,4,282
2018-01-09,2,5,265
2018-01-09,2,6,72
2018-01-09,2,7,47
2018-01-09,2,8,232
2018-01-09,2,9,99
2018-01-09,2,10,58
2018-01-09,2,11,257
2018-01-09,2,12,64
2018-01-09,2,13,82
2018-01-09,2,14,153
2018-01-09,2,15,265
2018-01-09,2,16,78
2018-01-09,2,17,149
2018-01-09,2,18,47
2018-01-09,2,19,247
2018-01-09,2,20,277
2018-01-09,2,21,97
2018-01-09,2,22,24
2018-01-09,2,23,283
2018-01-09,2,24,67
2018-01-09,2,25,6
2018-01-09,2,26,136
2018-01-09,2,27,163
2018-01-09,2,28,82
2018-01-09,2,29,137
2018-01-09,2,30,72
2018-01-09,2,31,236
2018-01-09,2,32,45
2018-01-09,2,33,105
2018-01-09,2,34,287
2018-01-09,2,35,261
2018-01-09,2,36,175
2018-01-09,2,37,165
2018-01-09,2,38,144
2018-01-09,2,39,282
2018-01-09,2,40,53
2018-01-09,2,41,177
2018-01-09,2,42,243
2018-01-09,2,43,126
2018-01-09,2,44,270
2018-01-09,2,45,131
2018-01-09,2,46,92
2018-01-09,2,47,72
2018-01-09,2,48,247
2018-01-09,2,49,272
2018-01-09,2,50,42
2018-01-09,3,1,40
2018-01-09,3,2,169
2018-01-09,3,3,211
2018-01-09,3,4,167
2018-01-09,3,5,38
2018-01-09,3,6,244
2018-01-09,3,7,150
2018-01-09,3,8,110
2018-01-09,3,9,46
2018-01-09,3,10,62
2018-01-09,3,11,224
2018-01-09,3,12,68
2018-01-09,3,13,298
2018-01-09,3,14,289
2018-01-09,3,15,295
2018-01-09,3,16,202
2018-01-09,3,17,60
2018-01-09,3,18,160
2018-01-09,3,19,15
2018-01-09,3,20,93
2018-01-09,3,21,137
2018-01-09,3,22,37
2018-01-09,3,23,126
2018-01-09,3,24,274
2018-01-09,3,25,163
2018-01-09,3,26,76
2018-01-09,3,27,173
2018-01-09,3,28,90
2018-01-09,3,29,237
2018-01-09,3,30,263
2018-01-09,3,31,178
2018-01-09,3,32,208
2018-01-09,3,33,72
2018-01-09,3,34,106
2018-01-09,3,35,294
2018-01-09,3,36,283
2018-01-09,3,37,181
2018-01-09,3,38,36
2018-01-09,3,39,136
2018-01-09,3,40,55
2018-01-09,3,41,186
2018-01-09,3,42,257
2018-01-09,3,43,57
2018-01-09,3,44,122
2018-01-09,3,45,187
2018-01-09,3,46,229
2018-01-09,3,47,167
2018-01-09,3,48,113
2018-01-09,3,49,251
2018-01-09,3,50,106
2018-01-09,4,1,36
2018-01-09,4,2,91
2018-01-09,4,3,17
2018-01-09,4,4,62
2018-01-09,4,5,149
2018-01-09,4,6,138
2018-01-09,4,7,185
2018-01-09,4,8,184
2018-01-09,4,9,204
2018-01-09,4,10,259
2018-01-09,4,11,213
2018-01-09,4,12,255
2018-01-09,4,13,134
2018-01-09,4,14,60
2018-01-09,4,15,87
2018-01-09,4,16,206
2018-01-09,4,17,128
2018-01-09,4,18,2
2018-01-09,4,19,241
2018-01-09,4,20,120
2018-01-09,4,21,101
2018-01-09,4,22,37
2018-01-09,4,23,132
2018-01-09,4,24,201
2018-01-09,4,25,20
2018-01-09,4,26,241
2018-01-09,4,27,108
2018-01-09,4,28,83
2018-01-09,4,29,82
2018-01-09,4,30,290
2018-01-09,4,31,68
2018-01-09,4,32,128
2018-01-09,4,33,195
2018-01-09,4,34,139
2018-01-09,4,35,282
2018-01-09,4,36,233
2018-01-09,4,37,22
2018-01-09,4,38,152
2018-01-09,4,39,276
2018-01-09,4,40,60
2018-01-09,4,41,51
2018-01-09,4,42,152
2018-01-09,4,43,236
2018-01-09,4,44,31
2018-01-09,4,45,54
2018-01-09,4,46,35
2018-01-09,4,47,109
2018-01-09,4,48,176
2018-01-09,4,49,294
2018-01-09,4,50,96
2018-01-09,5,1,212
2018-01-09,5,2,136
2018-01-09,5,3,5
2018-01-09,5,4,108
2018-01-09,5,5,34
2018-01-09,5,6,38
2018-01-09,5,7,149
2018-01-09,5,8,117
2018-01-09,5,9,260
2018-01-09,5,10,86
2018-01-09,5,11,75
2018-01-09,5,12,213
2018-01-09,5,13,284
2018-01-09,5,14,238
2018-01-09,5,15,164
2018-01-09,5,16,86
2018-01-09,5,17,140
2018-01-09,5,18,159
2018-01-09,5,19,45
2018-01-09,5,20,111
2018-01-09,5,21,44
2018-01-09,5,22,246
2018-01-09,5,23,103
2018-01-09,5,24,84
2018-01-09,5,25,133
2018-01-09,5,26,107
2018-01-09,5,27,17
2018-01-09,5,28,93
2018-01-09,5,29,149
2018-01-09,5,30,245
2018-01-09,5,31,288
2018-01-09,5,32,208
2018-01-09,5,33,125
2018-01-09,5,34,234
2018-01-09,5,35,121
2018-01-09,5,36,137
2018-01-09,5,37,114
2018-01-09,5,38,161
2018-01-09,5,39,200
2018-01-09,5,40,233
2018-01-09,5,41,27
2018-01-09,5,42,10
2018-01-09,5,43,205
2018-01-09,5,44,166
2018-01-09,5,45,246
2018-01-09,5,46,46
2018-01-09,5,47,245
2018-01-09,5,48,126
2018-01-09,5,49,146
2018-01-09,5,50,117
2018-01-09,6,1,151
2018-01-09,6,2,71
2018-01-09,6,3,136
2018-01-09,6,4,174
2018-01-09,6,5,288
2018-01-09,6,6,18
2018-01-09,6,7,194
2018-01-09,6,8,174
2018-01-09,6,9,140
2018-01-09,6,10,245
2018-01-09,6,11,92
2018-01-09,6,12,238
2018-01-09,6,13,204
2018-01-09,6,14,47
2018-01-09,6,15,244
2018-01-09,6,16,294
2018-01-09,6,17,127
2018-01-09,6,18,281
2018-01-09,6,19,16
2018-01-09,6,20,70
2018-01-09,6,21,268
2018-01-09,6,22,281
2018-01-09,6,23,6
2018-01-09,6,24,102
2018-01-09,6,25,192
2018-01-09,6,26,240
2018-01-09,6,27,61
2018-01-09,6,28,16
2018-01-09,6,29,170
2018-01-09,6,30,24
2018-01-09,6,31,250
2018-01-09,6,32,252
2018-01-09,6,33,206
2018-01-09,6,34,28
2018-01-09,6,35,116
2018-01-09,6,36,281
2018-01-09,6,37,143
2018-01-09,6,38,24
2018-01-09,6,39,155
2018-01-09,6,40,72
2018-01-09,6,41,119
2018-01-09,6,42,92
2018-01-09,6,43,85
2018-01-09,6,44,117
2018-01-09,6,45,232
2018-01-09,6,46,198
2018-01-09,6,47,205
2018-01-09,6,48,146
2018-01-09,6,49,270
2018-01-09,6,50,138
2018-01-09,7,1,180
2018-01-09,7,2,29
2018-01-09,7,3,56
2018-01-09,7,4,231
2018-01-09,7,5,145
2018-01-09,7,6,47
2018-01-09,7,7,193
2018-01-09,7,8,223
2018-01-09,7,9,135
2018-01-09,7,10,21
2018-01-09,7,11,5
2018-01-09,7,12,203
2018-01-09,7,13,238
2018-01-09,7,14,184
2018-01-09,7,15,291
2018-01-09,7,16,219
2018-01-09,7,17,115
2018-01-09,7,18,48
2018-01-09,7,19,172
2018-01-09,7,20,81
2018-01-09,7,21,44
2018-01-09,7,22,19
2018-01-09,7,23,220
2018-01-09,7,24,122
2018-01-09,7,25,233
2018-01-09,7,26,220
2018-01-09,7,27,2
2018-01-09,7,28,181
2018-01-09,7,29,205
2018-01-09,7,30,39
2018-01-09,7,31,58
2018-01-09,7,32,61
2018-01-09,7,33,131
2018-01-09,7,34,59
2018-01-09,7,35,121
2018-01-09,7,36,106
2018-01-09,7,37,95
2018-01-09,7,38,234
2018-01-09,7,39,61
2018-01-09,7,40,255
2018-01-09,7,41,48
2018-01-09,7,42,158
2018-01-09,7,43,123
2018-01-09,7,44,206
2018-01-09,7,45,47
2018-01-09,7,46,135
2018-01-09,7,47,200
2018-01-09,7,48,249
2018-01-09,7,49,294
2018-01-09,7,50,208
2018-01-09,8,1,210
2018-01-09,8,2,191
2018-01-09,8,3,43
2018-01-09,8,4,28
2018-01-09,8,5,58
2018-01-09,8,6,70
2018-01-09,8,7,91
2018-01-09,8,8,264
2018-01-09,8,9,219
2018-01-09,8,10,214
2018-01-09,8,11,276
2018-01-09,8,12,63
2018-01-09,8,13,291
2018-01-09,8,14,244
2018-01-09,8,15,61
2018-01-09,8,16,169
2018-01-09,8,17,268
2018-01-09,8,18,266
2018-01-09,8,19,53
2018-01-09,8,20,15
2018-01-09,8,21,7
2018-01-09,8,22,103
2018-01-09,8,23,58
2018-01-09,8,24,39
2018-01-09,8,25,236
2018-01-09,8,26,93
2018-01-09,8,27,221
2018-01-09,8,28,203
2018-01-09,8,29,137
2018-01-09,8,30,299
2018-01-09,8,31,206
2018-01-09,8,32,80
2018-01-09,8,33,217
2018-01-09,8,34,1
2018-01-09,8,35,177
2018-01-09,8,36,278
2018-01-09,8,37,145
2018-01-09,8,38,223
2018-01-09,8,39,61
2018-01-09,8,40,293
2018-01-09,8,41,238
2018-01-09,8,42,194
2018-01-09,8,43,165
2018-01-09,8,44,221
2018-01-09,8,45,60
2018-01-09,8,46,128
2018-01-09,8,47,172
2018-01-09,8,48,155
2018-01-09,8,49,109
2018-01-09,8,50,268
2018-01-09,9,1,277
2018-01-09,9,2,73
2018-01-09,9,3,206
2018-01-09,9,4,278
2018-01-09,9,5,203
2018-01-09,9,6,160
2018-01-09,9,7,27
2018-01-09,9,8,256
2018-01-09,9,9,164
2018-01-09,9,10,62
2018-01-09,9,11,21
2018-01-09,9,12,69
2018-01-09,9,13,95
2018-01-09,9,14,162
2018-01-09,9,15,78
2018-01-09,9,16,4
2018-01-09,9,17,119
2018-01-09,9,18,177
2018-01-09,9,19,175
2018-01-09,9,20,216
2018-01-09,9,21,55
2018-01-09,9,22,186
2018-01-09,9,23,231
2018-01-09,9,24,254
2018-01-09,9,25,103
2018-01-09,9,26,76
2018-01-09,9,27,229
2018-01-09,9,28,257
2018-01-09,9,29,263
2018-01-09,9,30,181
2018-01-09,9,31,255
2018-01-09,9,32,37
2018-01-09,9,33,175
2018-01-09,9,34,26
2018-01-09,9,35,275
2018-01-09,9,36,139
2018-01-09,9,37,298
2018-01-09,9,38,286
2018-01-09,9,39,90
2018-01-09,9,40,60
2018-01-09,9,41,162
2018-01-09,9,42,142
2018-01-09,9,43,252
2018-01-09,9,44,268
2018-01-09,9,45,290
2018-01-09,9,46,186
2018-01-09,9,47,290
2018-01-09,9,48,85
2018-01-09,9,49,165
2018-01-09,9,50,113
2018-01-09,10,1,182
2018-01-09,10,2,206
2018-01-09,10,3,255
2018-01-09,10,4,234
2018-01-09,10,5,2
2018-01-09,10,6,207
2018-01-09,10,7,196
2018-01-09,10,8,124
2018-01-09,10,9,137
2018-01-09,10,10,24
2018-01-09,10,11,67
2018-01-09,10,12,60
2018-01-09,10,13,28
2018-01-09,10,14,18
2018-01-09,10,15,170
2018-01-09,10,16,73
2018-01-09,10,17,60
2018-01-09,10,18,152
2018-01-09,10,19,275
2018-01-09,10,20,47
2018-01-09,10,21,210
2018-01-09,10,22,138
2018-01-09,10,23,109
2018-01-09,10,24,182
2018-01-09,10,25,27
2018-01-09,10,26,196
2018-01-09,10,27,190
2018-01-09,10,28,50
2018-01-09,10,29,148
2018-01-09,10,30,267
2018-01-09,10,31,49
2018-01-09,10,32,245
2018-01-09,10,33,112
2018-01-09,10,34,169
2018-01-09,10,35,165
2018-01-09,10,36,13
2018-01-09,10,37,202
2018-01-09,10,38,287
2018-01-09,10,39,188
2018-01-09,10,40,154
2018-01-09,10,41,54
2018-01-09,10,42,181
2018-01-09,10,43,209
2018-01-09,10,44,74
2018-01-09,10,45,276
2018-01-09,10,46,132
2018-01-09,10,47,58
2018-01-09,10,48,181
2018-01-09,10,49,63
2018-01-09,10,50,259
2018-01-10,1,1,192
2018-01-10,1,2,142
2018-01-10,1,3,103
2018-01-10,1,4,213
2018-01-10,1,5,241
2018-01-10,1,6,208
2018-01-10,1,7,92
2018-01-10,1,8,141
2018-01-10,1,9,111
2018-01-10,1,10,58
2018-01-10,1,11,42
2018-01-10,1,12,206
2018-01-10,1,13,267
2018-01-10,1,14,295
2018-01-10,1,15,117
2018-01-10,1,16,19
2018-01-10,1,17,221
2018-01-10,1,18,165
2018-01-10,1,19,130
2018-01-10,1,20,155
2018-01-10,1,21,183
2018-01-10,1,22,89
2018-01-10,1,23,93
2018-01-10,1,24,12
2018-01-10,1,25,292
2018-01-10,1,26,229
2018-01-10,1,27,291
2018-01-10,1,28,25
2018-01-10,1,29,74
2018-01-10,1,30,298
2018-01-10,1,31,149
2018-01-10,1,32,147
2018-01-10,1,33,7
2018-01-10,1,34,28
2018-01-10,1,35,295
2018-01-10,1,36,208
2018-01-10,1,37,127
2018-01-10,1,38,115
2018-01-10,1,39,143
2018-01-10,1,40,234
2018-01-10,1,41,6
2018-01-10,1,42,44
2018-01-10,1,43,238
2018-01-10,1,44,154
2018-01-10,1,45,180
2018-01-10,1,46,214
2018-01-10,1,47,87
2018-01-10,1,48,255
2018-01-10,1,49,72
2018-01-10,1,50,178
2018-01-10,2,1,211
2018-01-10,2,2,292
2018-01-10,2,3,233
2018-01-10,2,4,238
2018-01-10,2,5,222
2018-01-10,2,6,118
2018-01-10,2,7,263
2018-01-10,2,8,206
2018-01-10,2,9,94
2018-01-10,2,10,221
2018-01-10,2,11,275
2018-01-10,2,12,230
2018-01-10,2,13,118
2018-01-10,2,14,267
2018-01-10,2,15,272
2018-01-10,2,16,63
2018-01-10,2,17,297
2018-01-10,2,18,10
2018-01-10,2,19,97
2018-01-10,2,20,70
2018-01-10,2,21,57
2018-01-10,2,22,289
2018-01-10,2,23,250
2018-01-10,2,24,275
2018-01-10,2,25,49
2018-01-10,2,26,215
2018-01-10,2,27,51
2018-01-10,2,28,270
2018-01-10,2,29,83
2018-01-10,2,30,292
2018-01-10,2,31,125
2018-01-10,2,32,295
2018-01-10,2,33,71
2018-01-10,2,34,295
2018-01-10,2,35,235
2018-01-10,2,36,55
2018-01-10,2,37,109
2018-01-10,2,38,191
2018-01-10,2,39,92
2018-01-10,2,40,55
2018-01-10,2,41,59
2018-01-10,2,42,137
2018-01-10,2,43,38
2018-01-10,2,44,27
2018-01-10,2,45,48
2018-01-10,2,46,124
2018-01-10,2,47,12
2018-01-10,2,48,35
2018-01-10,2,49,100
2018-01-10,2,50,281
2018-01-10,3,1,85
2018-01-10,3,2,3
2018-01-10,3,3,222
2018-01-10,3,4,165
2018-01-10,3,5,277
2018-01-10,3,6,129
2018-01-10,3,7,30
2018-01-10,3,8,10
2018-01-10,3,9,95
2018-01-10,3,10,189
2018-01-10,3,11,191
2018-01-10,3,12,265
2018-01-10,3,13,127
2018-01-10,3,14,237
2018-01-10,3,15,111
2018-01-10,3,16,144
2018-01-10,3,17,64
2018-01-10,3,18,246
2018-01-10,3,19,222
2018-01-10,3,20,105
2018-01-10,3,21,180
2018-01-10,3,22,183
2018-01-10,3,23,225
2018-01-10,3,24,264
2018-01-10,3,25,277
2018-01-10,3,26,88
2018-01-10,3,27,175
2018-01-10,3,28,17
2018-01-10,3,29,105
2018-01-10,3,30,270
2018-01-10,3,31,166
2018-01-10,3,32,12
2018-01-10,3,33,31
2018-01-10,3,34,39
2018-01-10,3,35,147
2018-01-10,3,36,217
2018-01-10,3,37,218
2018-01-10,3,38,81
2018-01-10,3,39,207
2018-01-10,3,40,200
2018-01-10,3,41,37
2018-01-10,3,42,210
2018-01-10,3,43,248
2018-01-10,3,44,226
2018-01-10,3,45,47
2018-01-10,3,46,17
2018-01-10,3,47,294
2018-01-10,3,48,195
2018-01-10,3,49,186
2018-01-10,3,50,223
2018-01-10,4,1,228
2018-01-10,4,2,76
2018-01-10,4,3,187
2018-01-10,4,4,269
2018-01-10,4,5,94
2018-01-10,4,6,131
2018-01-10,4,7,38
2018-01-10,4,8,71
2018-01-10,4,9,280
2018-01-10,4,10,159
2018-01-10,4,11,186
2018-01-10,4,12,190
2018-01-10,4,13,119
2018-01-10,4,14,219
2018-01-10,4,15,52
2018-01-10,4,16,221
2018-01-10,4,17,130
2018-01-10,4,18,236
2018-01-10,4,19,245
2018-01-10,4,20,225
2018-01-10,4,21,207
2018-01-10,4,22,95
2018-01-10,4,23,199
2018-01-10,4,24,246
2018-01-10,4,25,71
2018-01-10,4,26,184
2018-01-10,4,27,5
2018-01-10,4,28,205
2018-01-10,4,29,31
2018-01-10,4,30,98
2018-01-10,4,31,255
2018-01-10,4,32,186
2018-01-10,4,33,75
2018-01-10,4,34,176
2018-01-10,4,35,286
2018-01-10,4,36,254
2018-01-10,4,37,189
2018-01-10,4,38,126
2018-01-10,4,39,286
2018-01-10,4,40,253
2018-01-10,4,41,212
2018-01-10,4,42,249
2018-01-10,4,43,83
2018-01-10,4,44,12
2018-01-10,4,45,44
2018-01-10,4,46,126
2018-01-10,4,47,113
2018-01-10,4,48,275
2018-01-10,4,49,204
2018-01-10,4,50,272
2018-01-10,5,1,57
2018-01-10,5,2,218
2018-01-10,5,3,108
2018-01-10,5,4,278
2018-01-10,5,5,173
2018-01-10,5,6,263
2018-01-10,5,7,110
2018-01-10,5,8,186
2018-01-10,5,9,268
2018-01-10,5,10,228
2018-01-10,5,11,155
2018-01-10,5,12,188
2018-01-10,5,13,271
2018-01-10,5,14,1
2018-01-10,5,15,245
2018-01-10,5,16,209
2018-01-10,5,17,285
2018-01-10,5,18,12
2018-01-10,5,19,95
2018-01-10,5,20,220
2018-01-10,5,21,237
2018-01-10,5,22,93
2018-01-10,5,23,268
2018-01-10,5,24,170
2018-01-10,5,25,93
2018-01-10,5,26,148
2018-01-10,5,27,111
2018-01-10,5,28,54
2018-01-10,5,29,115
2018-01-10,5,30,142
2018-01-10,5,31,200
2018-01-10,5,32,179
2018-01-10,5,33,201
2018-01-10,5,34,52
2018-01-10,5,35,179
2018-01-10,5,36,136
2018-01-10,5,37,181
2018-01-10,5,38,0
2018-01-10,5,39,43
2018-01-10,5,40,226
2018-01-10,5,41,97
2018-01-10,5,42,207
2018-01-10,5,43,264
2018-01-10,5,44,287
2018-01-10,5,45,270
2018-01-10,5,46,139
2018-01-10,5,47,236
2018-01-10,5,48,71
2018-01-10,5,49,154
2018-01-10,5,50,189
2018-01-10,6,1,267
2018-01-10,6,2,106
2018-01-10,6,3,231
2018-01-10,6,4,41
2018-01-10,6,5,189
2018-01-10,6,6,138
2018-01-10,6,7,102
2018-01-10,6,8,170
2018-01-10,6,9,272
2018-01-10,6,10,220
2018-01-10,6,11,212
2018-01-10,6,12,55
2018-01-10,6,13,101
2018-01-10,6,14,191
2018-01-10,6,15,199
2018-01-10,6,16,232
2018-01-10,6,17,226
2018-01-10,6,18,138
2018-01-10,6,19,148
2018-01-10,6,20,114
2018-01-10,6,21,62
2018-01-10,6,22,103
2018-01-10,6,23,155
2018-01-10,6,24,272
2018-01-10,6,25,5
2018-01-10,6,26,146
2018-01-10,6,27,183
2018-01-10,6,28,27
2018-01-10,6,29,37
2018-01-10,6,30,118
2018-01-10,6,31,292
2018-01-10,6,32,243
2018-01-10,6,33,67
2018-01-10,6,34,213
2018-01-10,6,35,217
2018-01-10,6,36,176
2018-01-10,6,37,298
2018-01-10,6,38,163
2018-01-10,6,39,57
2018-01-10,6,40,268
2018-01-10,6,41,57
2018-01-10,6,42,287
2018-01-10,6,43,104
2018-01-10,6,44,227
2018-01-10,6,45,246
2018-01-10,6,46,187
2018-01-10,6,47,82
2018-01-10,6,48,185
2018-01-10,6,49,251
2018-01-10,6,50,237
2018-01-10,7,1,183
2018-01-10,7,2,283
2018-01-10,7,3,209
2018-01-10,7,4,295
2018-01-10,7,5,96
2018-01-10,7,6,207
2018-01-10,7,7,136
2018-01-10,7,8,183
2018-01-10,7,9,75
2018-01-10,7,10,286
2018-01-10,7,11,141
2018-01-10,7,12,236
2018-01-10,7,13,24
2018-01-10,7,14,289
2018-01-10,7,15,66
2018-01-10,7,16,249
2018-01-10,7,17,117
2018-01-10,7,18,72
